rowuniqueId,datasetId,datasetDate,datasetClassId,ldbTradKey,settlementSystem,settlementStatus,frontOfficeTradeId,tradingBookCode,settlementbookCode,isMatured,productType,bookhierarchyId,sapAccountId,principalBranchSDSID,principalBranchName,principal_bplc_group_legalentity,principal_bblc_group_legalentity,principal_bplc_dolsub_legalentity,principal_bblc_dolsub_legalentity,counterpartySDSID,counterpartyType,counterpartyID,transactionslCurrency,name,mail,ssn,creditCardNumber,country,collateralValue,CashAmount,marketValue,DerivedName,DerivedMail,DerivedCountry,DerivedCountryCode,is_pii,is_gdpr,is_geoRestricted
92b04684-3d91-4d76-b39c-3d1731d8b2f4,5e358a7e-b61,20211028,UnsecuredFunding_ACBS,NULL,ACBS,Not yet Settled,98422-1,Cash/Rish Hub BUK,84398,False,restricted,80739,225620,366094,BPLC,Y,Y,Y,Y,368759,external,521616,AUD,Taylor RutherFord,restricted,restricted,7223-2187-4524,Monaco,419734.9701846143,566526.8464902923,377747.8149817531,Taylor RutherFord,restricted,Monaco,MC,False,False,False
1b6d2599-a18f-4eb8-9222-6eb167aad98b,05190db9-13b,20090507,UnsecuredFunding_ACBS,NULL,ACBS,Not yet Settled,59838-2,OperTreas,61737,True,FUSD,75846,280287,397397,BUK,N,Y,N,N,273276,internal,782006,SEK,restricted,restricted,138-50-8556,2706-8694-8007,Netherlands,673832.5634813613,770732.2755555884,369086.7783805063,restricted,restricted,Netherlands,NL,False,True,False
fd7f5325-1b11-4089-a48f-796486133c53,0e46bb15-0a2,20180324,UnsecuredFunding_ACBS,NULL,ACBS,Settled,91045-2,OperTreas,8952,False,VanillaCap,44125,191337,503493,BPLC,N,Y,Y,Y,709554,internal,356836,EUR,Alice Taylor,person13@example.com,252-61-1436,7804-7882-2218,Spain,499632.6951789612,534744.8234479495,227290.1949157215,Alice Taylor,person13@example.com,Spain,ES,False,True,False
3c2dac81-9983-42b1-a63c-8efadeb92e50,38b45b8f-cc8,20170329,UnsecuredFunding_ACBS,NULL,ACBS,Settled,12737-6,Cash/Rish Hub BUK,52647,False,VanillaCap,55229,483563,647131,BUK,Y,Y,N,N,859857,external,440310,GBP,Charlie Taylor,restricted,987-99-7393,5710-8097-1124,Luxembourg,573376.0723676337,180271.9655525932,777117.6585836323,Charlie Taylor,restricted,Luxembourg,LU,False,True,False
a34b932e-1766-4f78-b7a3-9176ac9331ce,77277ada-ede,20050628,UnsecuredFunding_ACBS,NULL,ACBS,Not yet Settled,75945-2,Cash/Rish Hub BUK,37923,False,VanillaCap,74576,596657,474750,BBLC,N,Y,N,N,13147,internal,576490,NZD,Taylor Taylor,person15@example.com,restricted,6109-2485-2090,Spain,603990.6206717439,226927.17293724834,980591.3379098854,Taylor Taylor,person15@example.com,Spain,ES,False,True,False
cfe25a78-0094-43cc-b18c-f0ff3628f9e0,6e66a0f5-7f3,20050802,UnsecuredFunding_ACBS,NULL,ACBS,Not yet Settled,40975-2,OperTreas,98075,True,FUTR,94454,459313,449004,BUK,N,N,Y,Y,240368,external,31808,HKD,Fiona Moore,restricted,604-26-4255,4524-4057-4671,Sweden,314773.7941191019,721037.4283391817,573091.1277021094,Fiona Moore,restricted,Sweden,SE,False,True,False
09ac2e9b-47f2-4f32-9eca-20da7e47e263,2cdb8b63-5d8,20171016,UnsecuredFunding_ACBS,NULL,ACBS,Not yet Settled,75954-10,Investment BANK hub,54233,True,NULL,35573,650414,664061,BBLC,Y,Y,N,Y,651132,external,416254,AUD,restricted,restricted,restricted,4484-8362-3249,Luxembourg,972410.8301983598,40966.78499226863,737639.2689315905,restricted,restricted,Luxembourg,LU,True,True,False
db859c03-14d0-461a-bc68-38ebae55fba4,dbb17580-05c,20050607,UnsecuredFunding_ACBS,NULL,ACBS,Not yet Settled,37896-1,Cash/Rish Hub BUK,51825,False,FUTR,72083,189359,132605,BBLC,N,N,N,N,518541,internal,852004,SGD,restricted,person18@example.com,restricted,8017-1988-1001,Singapore,754329.588286497,715379.5856481161,832593.5758541342,restricted,person18@example.com,Singapore,SG,False,False,False
0915a7cd-7dd4-42ee-b6f3-42ab2272cb99,9aafab11-796,20170419,UnsecuredFunding_ACBS,NULL,ACBS,Not yet Settled,45836-6,OperTreas,52083,True,FUTR,38511,600743,545926,BPLC,N,Y,Y,Y,156320,internal,627880,USD,Bob Moore,restricted,restricted,1689-2107-3204,Brazil,539554.4638357917,806499.7303401391,494473.50061162683,Bob Moore,restricted,Brazil,BR,False,False,True
ea30fc28-2d57-48c9-aadc-9fbb4861b30c,f1bdcecd-fb3,20120204,UnsecuredFunding_ACBS,NULL,ACBS,Settled,78140-2,Cash/Rish Hub BUK,46249,True,FUSD,30563,476819,827416,BUK,Y,Y,N,N,604049,external,672501,MXN,Taylor Johnson,restricted,restricted,3503-1060-2006,China,209410.14693527028,423005.40605130023,55574.01588845396,Taylor Johnson,restricted,China,CN,False,False,True
4b190592-d17c-4360-a737-07d08527a69b,034d0d59-5dc,20081117,UnsecuredFunding_ACBS,NULL,ACBS,Settled,87450-0,OperTreas,72901,False,restricted,99871,758958,744146,BPLC,Y,Y,N,Y,91432,external,84263,NZD,Taylor Wilson,restricted,775-52-4110,3009-7218-8490,Czech Republic,808095.3866872891,784559.4702943701,990742.0331903902,Taylor Wilson,restricted,Czech Republic,CZ,False,True,False
673c8f7a-982d-4df3-93cb-e1d5a6464cab,bc8371fe-b06,20140928,UnsecuredFunding_ACBS,NULL,ACBS,Settled,43733-3,Cash/Rish Hub BUK,47675,True,FUTR,75060,330736,818119,BBLC,N,Y,Y,Y,86471,internal,140091,INR,restricted,restricted,restricted,6814-9105-5094,Canada,269552.3570827419,487054.95445176674,525459.2661486128,restricted,restricted,Canada,CA,True,False,False
6c2cf7f7-2b13-4688-99ca-a48caa8eb8db,0f24e145-4eb,20210528,UnsecuredFunding_ACBS,NULL,ACBS,Not yet Settled,44244-8,Investment BANK hub,76240,True,NULL,55272,819717,713957,BPLC,N,Y,Y,N,250014,external,402416,EUR,Charlie Adam,restricted,restricted,1907-3699-4920,China,16102.13162875981,512830.0807034047,802608.7647623604,Charlie Adam,restricted,China,CN,False,False,True
19484d11-3a00-455e-abd9-6b84539c0aee,708f9362-f77,20081018,UnsecuredFunding_ACBS,NULL,ACBS,Settled,98281-4,Cash/Rish Hub BUK,74253,True,FUSD,58908,125626,728638,BPLC,Y,N,N,N,125786,internal,355941,JPY,restricted,person24@example.com,944-32-1546,7702-1724-3669,Ireland,188322.8972002294,134197.72115305514,637023.4366952729,restricted,person24@example.com,Ireland,IE,False,True,False
5ff36aef-703e-4b43-80de-18d51b65ae12,b077325c-add,20120821,UnsecuredFunding_ACBS,NULL,ACBS,Not yet Settled,17975-0,OperTreas,23287,True,FUTR,35539,923767,882325,BBLC,Y,N,Y,N,420487,external,314937,SGD,Fiona Miller,restricted,421-50-5802,2215-1084-9371,United Arab Emirates,812593.3278659299,436076.37485343294,184193.8098972471,Fiona Miller,restricted,United Arab Emirates,AE,False,False,True
ad885484-8543-4295-95ca-69ca36a6ec41,1f2cefd5-99b,20220220,UnsecuredFunding_ACBS,NULL,ACBS,Settled,79154-9,Investment BANK hub,77550,True,NULL,43333,893999,489401,BBLC,N,N,N,Y,200824,internal,284985,NZD,restricted,person26@example.com,753-15-7547,5805-5741-2594,Ireland,94552.02899257839,872456.0374581288,261292.58469530585,restricted,person26@example.com,Ireland,IE,False,True,False
79240293-7c59-4e15-8149-4b6f06007677,0c288073-aba,20061105,UnsecuredFunding_ACBS,NULL,ACBS,Settled,86719-4,Cash/Rish Hub BUK,82395,False,FUSD,52901,251992,216161,BBLC,N,Y,Y,N,772431,external,731438,RUB,restricted,restricted,restricted,4006-1451-5534,Singapore,600400.4232833189,442116.4728738407,494361.5732494914,restricted,restricted,Singapore,SG,True,False,False
a309223d-076f-4017-b11c-4d770a130e89,eea51210-4a4,20121213,UnsecuredFunding_ACBS,NULL,ACBS,Settled,80732-6,Cash/Rish Hub BUK,29417,False,FUSD,84771,932564,170636,BPLC,Y,N,Y,N,631824,internal,502533,CAD,restricted,restricted,548-18-9550,1792-4304-2240,Australia,273343.00637704605,515617.5425558052,902580.3042030854,restricted,restricted,Australia,AU,False,False,False
5950291c-d64c-4942-bbd5-ca060a2c01fc,b3d224bb-339,20050518,UnsecuredFunding_ACBS,NULL,ACBS,Settled,31737-8,OperTreas,24747,False,FUSD,39111,221124,627270,BUK,Y,Y,Y,Y,828253,external,589870,NZD,restricted,restricted,526-60-1558,3845-6938-6728,Czech Republic,145122.1480645899,882569.4072430971,481222.0710289175,restricted,restricted,Czech Republic,CZ,False,True,False
06734432-2132-4d7b-bf86-9a7c0954c6e6,6ada5867-1dc,20181108,UnsecuredFunding_ACBS,NULL,ACBS,Not yet Settled,20352-9,OperTreas,63357,True,restricted,39917,251800,402146,BUK,N,N,Y,N,361163,internal,613018,NOK,Alice Johnson,restricted,901-23-2045,7747-4197-3510,China,681278.418199618,829647.865672418,976599.1805225293,Alice Johnson,restricted,China,CN,False,False,True
c083bef3-c6f6-4ca3-a64c-827ae1cd0dc7,cfdcca32-4f7,20190612,UnsecuredFunding_ACBS,NULL,ACBS,Settled,39829-5,OperTreas,4839,True,restricted,11546,595622,743533,BUK,N,Y,Y,Y,259341,internal,892546,RUB,Edward Brown,restricted,742-57-3242,2223-8044-2767,United States,116990.89364189414,421184.4059962284,203859.0615943156,Edward Brown,restricted,United States,US,False,False,False
b47e1c41-4138-4e2a-87e2-822502861ddf,883dc681-225,20180220,UnsecuredFunding_ACBS,NULL,ACBS,Settled,29857-8,Investment BANK hub,48069,False,restricted,57921,812158,770804,BPLC,Y,N,N,N,287054,external,748364,CHF,restricted,restricted,restricted,4583-4685-6236,Germany,926467.0829038161,108063.2886646295,312755.43081504945,restricted,restricted,Germany,DE,True,True,True
426437df-fba9-43ab-9d33-60d02786e647,dc59443d-2a6,20211102,UnsecuredFunding_ACBS,NULL,ACBS,Settled,8839-7,Cash/Rish Hub BUK,67003,True,FUSD,84827,652987,9357,BPLC,Y,N,N,Y,110411,internal,900277,EUR,restricted,person33@example.com,restricted,2217-1519-6453,Czech Republic,215982.58758850573,739267.0018030832,638345.2801802232,restricted,person33@example.com,Czech Republic,CZ,False,True,False
cf31b2c4-bc2b-4d36-95ad-b11e5a83dddb,ff221375-b82,20140924,UnsecuredFunding_ACBS,NULL,ACBS,Not yet Settled,17652-4,Cash/Rish Hub BUK,52548,False,NULL,48992,374872,348034,BBLC,N,N,Y,Y,186366,external,417628,CHF,restricted,restricted,826-46-8298,8459-3935-1447,Japan,317612.2206668782,823698.3911816818,69270.26590221155,restricted,restricted,Japan,JP,False,False,False
6bfa034d-6c38-4a01-9970-c94ed312a6fa,c9130618-881,20090429,UnsecuredFunding_ACBS,NULL,ACBS,Not yet Settled,70021-4,Investment BANK hub,59439,True,VanillaCap,64915,552335,626165,BPLC,N,N,Y,Y,445029,internal,691189,MXN,John RutherFord,restricted,321-22-8679,3442-9094-5793,France,72568.42738331278,217458.93992424852,714133.9786565201,John RutherFord,restricted,France,FR,False,True,False
c8678d2d-f45a-4735-8231-f7c61a163738,9532f2bb-63c,20140703,UnsecuredFunding_ACBS,NULL,ACBS,Not yet Settled,22128-5,Investment BANK hub,55353,False,restricted,13830,970551,515199,BBLC,N,N,Y,Y,808439,external,165316,MXN,Moore Jones,restricted,383-42-9542,9995-5946-9855,Hong Kong,173730.63412010728,54987.759716795954,876695.4166918581,Moore Jones,restricted,Hong Kong,HKG,False,False,False
9cad6d38-9d46-4f92-ac5a-6641768fec8b,54ffab6a-e0e,20140427,UnsecuredFunding_ACBS,NULL,ACBS,Not yet Settled,24224-6,OperTreas,87038,False,VanillaCap,51324,42862,754266,BPLC,Y,Y,Y,N,496135,internal,471208,SEK,restricted,restricted,603-12-2423,2281-3628-6535,Spain,534954.313420294,358203.9777722622,509727.0740706537,restricted,restricted,Spain,ES,False,True,False
f3ddd801-7493-4e88-a41b-36c4ae40a148,bcd3c1de-b66,20240926,UnsecuredFunding_ACBS,NULL,ACBS,Not yet Settled,75544-6,Investment BANK hub,62219,False,restricted,47458,873924,53438,BUK,N,N,Y,N,487636,internal,461846,EUR,restricted,person38@example.com,543-12-3489,7706-7636-7372,Israel,463444.8329466844,847705.0980642029,974183.5039998451,restricted,person38@example.com,Israel,IL,False,False,False
c60e24db-8cfb-4004-9104-9ab8afc78e7a,c5158e82-c5e,20180109,UnsecuredFunding_ACBS,NULL,ACBS,Settled,40149-9,Cash/Rish Hub BUK,19094,False,NULL,56527,490669,681500,BUK,Y,Y,Y,Y,940718,internal,612263, KRW,Edward Williams,restricted,260-79-5920,2677-7486-8126,Ireland,402075.3576848797,185216.00882971587,58402.210083168946,Edward Williams,restricted,Ireland,IE,False,True,False
a4de6965-3286-439f-a45d-7b16b6070421,a807a318-89f,20130721,UnsecuredFunding_ACBS,NULL,ACBS,Not yet Settled,53879-4,Cash/Rish Hub BUK,29415,True,NULL,36768,953572,26682,BPLC,N,N,N,Y,134340,external,443188,JPY,Diana Wilson,restricted,restricted,2366-7265-5139,Singapore,994044.7652280586,104388.96959297163,674378.8300643147,Diana Wilson,restricted,Singapore,SG,False,False,False
2d2273f6-8699-451c-8078-00aa74e9a997,252905e6-2ad,20140928,UnsecuredFunding_ACBS,NULL,ACBS,Settled,67983-10,Investment BANK hub,11432,False,VanillaCap,28647,564375,684392,BUK,Y,Y,N,Y,855043,internal,979932,NZD,Bob Johnson,person41@example.com,restricted,8100-9554-8623,Sweden,883202.1824095905,599783.0891747808,98962.02400394203,Bob Johnson,person41@example.com,Sweden,SE,False,True,False
69c6adb0-cfd5-4e1e-86b8-62b2cff894c3,1529aaf9-fc0,20171001,UnsecuredFunding_ACBS,NULL,ACBS,Settled,26689-9,OperTreas,23153,False,FUSD,72821,457717,105202,BUK,Y,Y,Y,Y,922581,internal,715429,SGD,Fiona Jones,person42@example.com,192-73-5978,9428-7786-8022,Ireland,152214.73025114666,271061.86115866975,900980.0467479691,Fiona Jones,person42@example.com,Ireland,IE,False,True,False
bac4068b-79f9-46cf-9e13-b51ac0fed9ff,529b2122-6ab,20181202,UnsecuredFunding_ACBS,NULL,ACBS,Not yet Settled,4026-3,OperTreas,74925,False,FUSD,7845,983113,173495,BUK,Y,N,Y,N,898226,internal,648356,AUD,Jane Brown,person43@example.com,213-76-9740,8785-5215-7655,Ireland,624664.9510167472,865594.4631881797,952061.5490522992,Jane Brown,person43@example.com,Ireland,IE,False,True,False
dda56c9a-3bc0-4305-ac35-9b837f8b0113,67ed7b42-935,20091116,UnsecuredFunding_ACBS,NULL,ACBS,Settled,17948-9,Investment BANK hub,86847,False,NULL,94588,466859,43116,BUK,N,N,Y,Y,752836,internal,977861,SEK,Charlie Brown,person44@example.com,760-26-4469,2522-2908-2625,Jersey,142410.47190486398,398867.55136963574,906617.111965715,Charlie Brown,person44@example.com,Jersey,JEY,False,False,False
193adbc2-9e86-4f5f-9d19-189167f3bb4c,dc176fc0-71a,20120301,UnsecuredFunding_ACBS,NULL,ACBS,Settled,45023-0,Cash/Rish Hub BUK,50985,False,NULL,88611,981835,668403,BPLC,N,N,N,N,369334,external,192970,NOK,restricted,restricted,977-16-9790,1194-7521-7877,Italy,737557.123308274,981143.1906907677,262281.3177439704,restricted,restricted,Italy,IT,False,True,False
676463e0-e7aa-41c4-9d2a-7345526053a9,ddf648fc-ecf,20060102,UnsecuredFunding_ACBS,NULL,ACBS,Not yet Settled,46816-1,Cash/Rish Hub BUK,10485,True,FUTR,39831,651110,792448,BUK,N,Y,Y,N,847800,external,561531,NOK,Alice Williams,person46@example.com,283-56-5844,1686-7232-1177,Lithuania,538363.6538636447,283246.8191012824,475358.0399873155,Alice Williams,person46@example.com,Lithuania,LT,False,True,False
d70ecc8a-2b54-4015-b640-3d99b4e2ed6c,5d796a26-aae,20230413,UnsecuredFunding_ACBS,NULL,ACBS,Settled,31037-6,Cash/Rish Hub BUK,32511,True,FUTR,44495,440080,214125,BBLC,Y,N,N,N,564229,external,888324,RUB,restricted,restricted,restricted,1745-1613-7523,China,324312.2702937832,428918.7988400248,100823.06922927394,restricted,restricted,China,CN,True,False,True
68005d25-21c2-42ba-918b-9c43fe8c461d,50051ce5-98e,20160620,UnsecuredFunding_ACBS,NULL,ACBS,Not yet Settled,85905-3,Investment BANK hub,2245,True,NULL,96326,751745,31745,BUK,N,Y,Y,Y,350830,external,611990,SGD,restricted,person48@example.com,restricted,1331-2209-8337,United Kingdom,583669.2271517278,526991.4722735952,737094.4839267236,restricted,person48@example.com,United Kingdom,GB,False,False,False
4dbd6fa3-a049-40c3-a837-f1f0fb5f8bdf,0b10dd12-7ed,20121018,UnsecuredFunding_ACBS,NULL,ACBS,Settled,66754-4,OperTreas,90419,False,FUSD,51379,983579,530938,BUK,N,N,N,Y,347326,external,736104,NZD,restricted,restricted,695-23-3320,6892-7721-3932,Spain,831381.3004397782,231207.7096537909,804856.802503861,restricted,restricted,Spain,ES,False,True,False
ca11c4ba-70e6-483f-933d-36f0e9f728c9,d0c66ac9-e96,20060303,UnsecuredFunding_ACBS,NULL,ACBS,Settled,33897-5,Investment BANK hub,32481,False,NULL,88843,246141,297876,BUK,Y,Y,Y,N,117803,external,208721,INR,restricted,person50@example.com,restricted,9271-4843-7655,Luxembourg,72304.29943987001,576586.2195558005,77626.33779883476,restricted,person50@example.com,Luxembourg,LU,False,True,False
bb7e9f09-6c97-4ab0-987b-8137f0156933,dcf4a8c9-24a,20140105,UnsecuredFunding_ACBS,NULL,ACBS,Not yet Settled,83104-6,Cash/Rish Hub BUK,54475,False,restricted,48080,136866,907302,BPLC,N,Y,Y,Y,837613,external,259081,USD,restricted,person51@example.com,restricted,3315-2111-4080,Isle of Man,22925.200840728492,523035.9637641818,593602.0387272444,restricted,person51@example.com,Isle of Man,IMN,False,False,False
c0456826-124e-498e-b672-03c2009036f7,21000914-685,20080629,UnsecuredFunding_ACBS,NULL,ACBS,Not yet Settled,14791-0,Cash/Rish Hub BUK,36915,False,VanillaCap,66729,347176,372812,BPLC,N,N,N,Y,127928,internal,330495,HKD,Wilson Johnson,restricted,243-47-2868,3267-3176-8504,Brazil,87594.3129637606,783970.0111814872,433228.0295796462,Wilson Johnson,restricted,Brazil,BR,False,False,True
73ef2fbf-90af-436a-87ce-5e94a687787e,675a44a7-eee,20180816,UnsecuredFunding_ACBS,NULL,ACBS,Settled,36737-6,Cash/Rish Hub BUK,75564,False,FUTR,72727,323567,673622,BUK,Y,Y,N,N,558122,external,247096,USD,restricted,restricted,restricted,1148-3350-5064,China,837426.8575103644,688052.8427230418,584553.703042354,restricted,restricted,China,CN,True,False,True
47325e62-c7ce-4de6-8025-be7d6ffe5cc1,4619cda5-dd2,20060606,UnsecuredFunding_ACBS,NULL,ACBS,Not yet Settled,96640-1,Investment BANK hub,97668,False,FUTR,20770,686969,389862,BPLC,N,Y,N,Y,661834,internal,976530,JPY,restricted,person54@example.com,376-67-1068,3784-5929-3062,Singapore,95984.20113079874,128734.13094200713,252900.0416477553,restricted,person54@example.com,Singapore,SG,False,False,False
e7cef951-73bb-417a-a14a-52918125ef74,e95f5b68-2d3,20130918,UnsecuredFunding_ACBS,NULL,ACBS,Not yet Settled,17778-8,Cash/Rish Hub BUK,85214,True,FUTR,73035,157791,759796,BUK,Y,Y,N,Y,34924,external,105048,JPY,Diana Moore,restricted,restricted,4905-1240-4293,Netherlands,247198.4140320945,656078.6332592005,634749.3229624307,Diana Moore,restricted,Netherlands,NL,False,True,False
1ac1e7db-5f07-42fd-85e6-cbc0a8b9d745,adda8d45-620,20160411,UnsecuredFunding_ACBS,NULL,ACBS,Settled,84192-9,Cash/Rish Hub BUK,92170,False,FUSD,59837,164700,173123,BUK,N,Y,N,N,472458,external,30624,USD,restricted,restricted,226-84-5930,9614-7852-1416,United Arab Emirates,388071.30482634465,617309.371444093,725990.1567456435,restricted,restricted,United Arab Emirates,AE,False,False,True
2c6798f9-4f3a-4c07-95ae-44732247f075,8bc51d66-376,20110809,UnsecuredFunding_ACBS,NULL,ACBS,Settled,34918-7,Cash/Rish Hub BUK,15033,False,FUSD,13581,538314,635612,BPLC,N,Y,Y,N,149628,internal,263532,INR,restricted,person57@example.com,372-92-9393,5020-3236-9832,Israel,78103.25010838958,291767.7538681332,583378.7139264663,restricted,person57@example.com,Israel,IL,False,False,False
29ae4c3e-9df2-44b3-b370-41c9cd4be69d,d948afc8-fd1,20110331,UnsecuredFunding_ACBS,NULL,ACBS,Settled,79900-2,Cash/Rish Hub BUK,37491,False,VanillaCap,41460,58780,782331,BUK,Y,N,Y,Y,717419,internal,229549,NOK,Edward Wilson,person58@example.com,892-95-3700,7654-3556-9723,Portugal,333961.32169048453,47126.76836346795,617652.8785511545,Edward Wilson,person58@example.com,Portugal,PT,False,True,False
d190ed4f-60b2-4c5d-b750-29f0547c9ee5,0cd8a965-aee,20140709,UnsecuredFunding_ACBS,NULL,ACBS,Settled,63582-4,Investment BANK hub,43808,False,VanillaCap,2158,521756,824399,BUK,Y,N,Y,Y,959477,internal,751550,CNY,Taylor Jones,restricted,428-35-1608,6244-1897-9536,Ireland,350053.4490781016,148611.28995747215,979772.3181994465,Taylor Jones,restricted,Ireland,IE,False,True,False
763b5861-bf0d-4a20-9574-af55539a87c6,c8bb7845-f18,20050418,UnsecuredFunding_ACBS,NULL,ACBS,Settled,85529-5,Investment BANK hub,30339,True,NULL,61231,47021,537544,BBLC,Y,Y,Y,N,624522,internal,927393,CHF,Alice RutherFord,restricted,restricted,3339-9483-4975,Sweden,600319.4938039535,241638.94262620297,238149.97428798507,Alice RutherFord,restricted,Sweden,SE,False,True,False
d5723635-6d01-4795-be8e-9dd512728941,e2904ff3-d4c,20190930,UnsecuredFunding_ACBS,NULL,ACBS,Not yet Settled,19653-10,OperTreas,75002,False,FUSD,87381,561807,701059,BUK,Y,N,Y,Y,717408,internal,352526,CHF,restricted,person61@example.com,206-35-8372,4005-4420-7128,United States,269010.04593386047,66212.89730336923,280391.4406787674,restricted,person61@example.com,United States,US,False,False,False
1bf65d2f-320c-4815-9124-306f6a6bd534,c307daea-ef5,20121219,UnsecuredFunding_ACBS,NULL,ACBS,Settled,89756-0,Cash/Rish Hub BUK,49017,True,FUSD,90287,692315,780605,BBLC,Y,Y,N,N,179281,internal,298746,CAD,Wilson Davis,person62@example.com,732-27-6126,2302-7036-4541,Singapore,309965.1005494849,35093.45028617923,964888.3494705479,Wilson Davis,person62@example.com,Singapore,SG,False,False,False
