rowuniqueId,datasetId,datasetDate,datasetClassId,ldbTradKey,settlementSystem,settlementStatus,frontOfficeTradeId,tradingBookCode,settlementbookCode,isMatured,productType,bookhierarchyId,sapAccountId,principalBranchSDSID,principalBranchName,principal_bplc_group_legalentity,principal_bblc_group_legalentity,principal_bplc_dolsub_legalentity,principal_bblc_dolsub_legalentity,counterpartySDSID,counterpartyType,counterpartyID,transactionslCurrency,name,mail,ssn,creditCardNumber,country,collateralValue,CashAmount,marketValue,DerivedName,DerivedMail,DerivedCountry,DerivedCountryCode,is_pii,is_gdpr,is_geoRestricted
3d2e8ca4-6269-4761-a2fd-6dc954e6598b,f641fd10-176,20110403,UnsecuredFunding_ACBS,NULL,ACBS,Not yet Settled,16150-6,OperTreas,18142,True,VanillaCap,19471,949433,666749,BBLC,N,Y,Y,N,120038,internal,865030,MXN,restricted,person16@example.com,748-70-5298,8063-3659-6306,Spain,557802.9812000643,663364.0766304045,274829.3726790316,restricted,person16@example.com,Spain,ES,False,True,False
c34c31b6-2e42-4708-b7c7-0c522aa8cae2,bc7d03c8-fbd,20211108,UnsecuredFunding_ACBS,NULL,ACBS,Settled,11809-10,Investment BANK hub,70147,True,FUSD,7110,247038,226793,BBLC,N,N,N,N,915891,internal,319254, KRW,Edward Smith,person17@example.com,restricted,8735-7613-5003,Singapore,10234.629233735504,418795.84204616747,551305.5058321563,Edward Smith,person17@example.com,Singapore,SG,False,False,False
aeaf8b3c-fe4a-4bc2-a314-d2561caa79c2,c1ceea38-448,20200112,UnsecuredFunding_ACBS,NULL,ACBS,Settled,85288-8,Cash/Rish Hub BUK,83662,False,VanillaCap,18127,564986,49676,BBLC,Y,Y,Y,Y,348349,internal,493314,HKD,restricted,person18@example.com,restricted,9696-7667-1555,Japan,90759.18225759956,61605.81075150279,999629.6864463027,restricted,person18@example.com,Japan,JP,False,False,False
35857f4b-40ce-4b3c-9a28-98673f4d33ec,f028e292-562,20230818,UnsecuredFunding_ACBS,NULL,ACBS,Settled,60947-6,OperTreas,44294,True,restricted,40229,84999,813428,BBLC,N,Y,N,N,419817,internal,554032,ZAR,restricted,restricted,restricted,9110-5674-9706,Jersey,852147.2422252402,518788.6803391463,689828.2873551175,restricted,restricted,Jersey,JEY,True,False,False
b347a722-0887-487e-9cce-34dc770916a6,abbe4149-15f,20140930,UnsecuredFunding_ACBS,NULL,ACBS,Not yet Settled,23908-3,OperTreas,18673,False,restricted,60713,747596,903720,BBLC,N,N,N,N,402413,external,670483,AUD,restricted,restricted,restricted,8752-5591-4976,Lithuania,516332.7741447468,247973.40004877577,595418.7064367894,restricted,restricted,Lithuania,LT,True,True,False
b376e923-7c66-40b5-a164-7b8e45781d75,ee176302-737,20211204,UnsecuredFunding_ACBS,NULL,ACBS,Settled,24577-3,OperTreas,59300,True,FUSD,1084,445617,867445,BBLC,Y,N,Y,N,614957,internal,103718,ZAR,restricted,restricted,restricted,5222-7965-3147,Guernsey,119876.72827920057,138399.2909300746,89256.28562852638,restricted,restricted,Guernsey,GGY,True,False,False
0e241083-f775-4646-bbb5-6f8775b0d38c,e6125df1-f26,20150727,UnsecuredFunding_ACBS,NULL,ACBS,Not yet Settled,51885-7,Cash/Rish Hub BUK,21400,False,restricted,85491,637587,391358,BBLC,Y,Y,Y,N,911616,external,777812, KRW,restricted,restricted,restricted,4076-8969-9315,France,185122.2709778843,888581.2416648087,795430.3977349594,restricted,restricted,France,FR,True,True,False
aa41c4ad-f794-484f-982c-f7a54fd0b182,ae1c0908-284,20200928,UnsecuredFunding_ACBS,NULL,ACBS,Not yet Settled,59656-9,OperTreas,42559,False,FUSD,14606,896392,540810,BUK,N,N,Y,N,528396,external,163827, KRW,Moore Jones,restricted,restricted,9531-3583-7483,Germany,284809.12571595627,404714.54586832086,790950.1601210928,Moore Jones,restricted,Germany,DE,False,True,True
65b15ee0-77eb-4161-b123-c1c22b1554da,6477ea42-f2b,20100513,UnsecuredFunding_ACBS,NULL,ACBS,Not yet Settled,25778-7,Cash/Rish Hub BUK,61212,False,VanillaCap,18301,521681,864591,BUK,Y,Y,N,N,524402,external,818788,CNY,Bob Miller,person24@example.com,restricted,1233-5436-2769,Portugal,147908.24817471576,484325.6771630398,880956.865584182,Bob Miller,person24@example.com,Portugal,PT,False,True,False
977711fc-0820-465f-a5e6-e90ec074bc4e,39a91dea-602,20230526,UnsecuredFunding_ACBS,NULL,ACBS,Settled,80657-0,Cash/Rish Hub BUK,67175,False,FUSD,10898,440762,589613,BUK,N,N,Y,Y,257556,internal,510382,CAD,Hannah Taylor,person25@example.com,restricted,3796-2783-4543,China,484305.6783333215,974547.4479090811,636710.2222496159,Hannah Taylor,person25@example.com,China,CN,False,False,True
b09059e3-080e-46e9-bee8-6e2ec3922c28,4df0b444-bf2,20050807,UnsecuredFunding_ACBS,NULL,ACBS,Not yet Settled,90846-4,OperTreas,49294,False,NULL,3218,893509,811052,BUK,Y,N,N,Y,429913,internal,689379,GBP,restricted,person26@example.com,629-20-9771,2050-3608-5579,Switzerland,229609.82385297437,851648.383774541,828959.6688135028,restricted,person26@example.com,Switzerland,CH,False,True,False
2b3373a5-f8b0-488f-9d87-79faeb5e635b,a5a4ab88-6e4,20130917,UnsecuredFunding_ACBS,NULL,ACBS,Settled,10891-0,Investment BANK hub,35699,False,FUTR,27836,432851,148119,BUK,Y,N,Y,Y,291694,external,936037,CNY,Wilson Miller,restricted,restricted,8444-6549-3378,Sweden,556484.221812603,591101.0867656261,82277.99667771906,Wilson Miller,restricted,Sweden,SE,False,True,False
a83f8696-a42e-47ea-91db-3d20bf00c446,fea791b6-c9d,20100904,UnsecuredFunding_ACBS,NULL,ACBS,Settled,59176-3,OperTreas,21837,True,VanillaCap,88435,754305,24453,BBLC,N,N,N,N,779793,external,970328,CAD,restricted,person28@example.com,restricted,4681-9429-4248,Monaco,339824.2183779535,55740.70988078282,722499.6014218301,restricted,person28@example.com,Monaco,MC,False,False,False
c4853e0f-c6a2-4462-b4d1-99daf7028e11,c0616987-d34,20090817,UnsecuredFunding_ACBS,NULL,ACBS,Settled,43932-5,Investment BANK hub,71113,False,NULL,68886,792735,580221,BPLC,Y,Y,Y,Y,577561,external,193307,AUD,Edward Adam,person29@example.com,restricted,2927-3547-7799,Lithuania,274721.0751478119,824133.6717036077,425155.5075447365,Edward Adam,person29@example.com,Lithuania,LT,False,True,False
771a5202-fd45-4c60-b170-debfca42916c,b09d4601-f2a,20211021,UnsecuredFunding_ACBS,NULL,ACBS,Settled,4223-1,Cash/Rish Hub BUK,42776,False,restricted,13667,532528,257675,BBLC,N,N,N,Y,583253,external,538973,CHF,George Brown,person30@example.com,restricted,1849-4763-8208,Brazil,823041.0606748217,605523.8197220953,860473.9545631759,George Brown,person30@example.com,Brazil,BR,False,False,True
b09dfea4-95a9-4571-b319-3608f4cc4ae7,e335cffe-544,20211201,UnsecuredFunding_ACBS,NULL,ACBS,Not yet Settled,24942-8,Cash/Rish Hub BUK,89351,False,VanillaCap,88818,808326,800185,BBLC,N,Y,N,Y,759023,internal,546749,AUD,Wilson Brown,person31@example.com,869-92-4809,9169-8443-1319,Singapore,874950.9921123886,553423.8589771157,742040.2303077601,Wilson Brown,person31@example.com,Singapore,SG,False,False,False
32f25c2b-8f86-4343-be00-0c3ec50aaddc,12a65caf-227,20081220,UnsecuredFunding_ACBS,NULL,ACBS,Not yet Settled,81168-5,Cash/Rish Hub BUK,3631,False,VanillaCap,6553,925496,796602,BBLC,Y,Y,N,Y,720058,external,91991,BRL,Charlie Johnson,person32@example.com,418-14-9323,7562-4984-3999,Israel,422117.4314853739,806893.3916506732,250195.68002842768,Charlie Johnson,person32@example.com,Israel,IL,False,False,False
35265192-f2a3-401f-8a1f-37f5aeefdb04,8cdd2ab5-4eb,20111202,UnsecuredFunding_ACBS,NULL,ACBS,Settled,35295-4,Cash/Rish Hub BUK,23559,True,FUSD,13086,826339,547773,BUK,N,Y,Y,Y,898537,external,205543,SEK,restricted,person33@example.com,restricted,6277-7759-6747,United States,337470.9001397049,479761.7797596316,810822.4706106444,restricted,person33@example.com,United States,US,False,False,False
c6fd43b7-c43b-4a73-b8d9-1b2f6e457cfd,ca7dd805-8e1,20150819,UnsecuredFunding_ACBS,NULL,ACBS,Settled,25051-7,Cash/Rish Hub BUK,3739,True,NULL,88286,883619,874501,BBLC,N,N,Y,Y,72285,internal,864924,INR,restricted,person34@example.com,restricted,1427-2384-6027,Sweden,885734.3413609925,347522.9572187723,344323.09112632275,restricted,person34@example.com,Sweden,SE,False,True,False
7b315f29-c4c3-4348-bde6-a16935668b0e,094622c7-012,20180321,UnsecuredFunding_ACBS,NULL,ACBS,Not yet Settled,93576-0,Investment BANK hub,88738,False,FUTR,68995,379525,44830,BPLC,Y,Y,N,Y,340795,external,983814,CAD,restricted,restricted,restricted,9053-9011-8981,Netherlands,191427.34374924778,834485.0145558907,113646.88233757165,restricted,restricted,Netherlands,NL,True,True,False
2625454a-4ee3-40d2-bbfb-2cc66a1cc0dc,e900896c-074,20170503,UnsecuredFunding_ACBS,NULL,ACBS,Settled,68946-3,Cash/Rish Hub BUK,48705,True,VanillaCap,57780,510405,981186,BBLC,N,Y,Y,Y,687956,internal,792975,USD,restricted,restricted,984-84-7367,1495-6417-9245,China,861271.782459187,862190.0180702382,68120.87627776375,restricted,restricted,China,CN,False,False,True
9ccaa3e7-eb52-4a86-b729-4858745d90df,5b084c97-f03,20080517,UnsecuredFunding_ACBS,NULL,ACBS,Not yet Settled,43417-4,OperTreas,82053,False,restricted,86195,526014,689680,BBLC,N,Y,Y,Y,24932,internal,278313,GBP,restricted,person37@example.com,825-60-3158,9549-6318-4739,Monaco,125567.83693649265,867686.2681418096,150092.59094469767,restricted,person37@example.com,Monaco,MC,False,False,False
0c977988-7bc1-47be-a336-f557b1eb6c19,0d8a109c-dee,20100812,UnsecuredFunding_ACBS,NULL,ACBS,Not yet Settled,22027-1,Investment BANK hub,34024,True,FUTR,18085,420269,273433,BBLC,N,Y,Y,Y,94184,external,238047,RUB,restricted,person38@example.com,restricted,9920-2921-3870,Singapore,593396.6071768285,235588.00231406078,631625.9238703148,restricted,person38@example.com,Singapore,SG,False,False,False
72c93c37-bcf2-4c6e-9ace-f4a75631e1ae,b81438a8-b1d,20200708,UnsecuredFunding_ACBS,NULL,ACBS,Not yet Settled,82362-2,Cash/Rish Hub BUK,18971,False,VanillaCap,5171,663638,286787,BUK,Y,N,Y,Y,558901,external,227121,AUD,restricted,person39@example.com,restricted,1514-3748-8648,Netherlands,299123.14016725105,713147.5596243575,174662.9004844076,restricted,person39@example.com,Netherlands,NL,False,True,False
297794ea-87bd-4bd9-ab23-30a9acaa62b8,9b655ad9-566,20070916,UnsecuredFunding_ACBS,NULL,ACBS,Not yet Settled,99056-6,Cash/Rish Hub BUK,45332,True,NULL,66994,712706,910910,BBLC,Y,Y,Y,N,556711,external,274141,ZAR,restricted,person40@example.com,348-35-9185,9638-6461-6378,United Kingdom,111031.04988337409,653997.2319374754,776520.6111201879,restricted,person40@example.com,United Kingdom,GB,False,False,False
52b709ab-32c6-47e9-880d-0da5988766b7,402d2848-b35,20180425,UnsecuredFunding_ACBS,NULL,ACBS,Not yet Settled,43113-2,OperTreas,31371,False,restricted,14830,305071,792813,BUK,N,Y,Y,N,965606,external,326610,USD,Diana Adam,restricted,restricted,6748-8115-2755,Guernsey,525461.9565501673,132580.63494781908,607926.4794182378,Diana Adam,restricted,Guernsey,GGY,False,False,False
b4bbb8d5-2e4a-403f-860c-47fe812b7a08,f8fd2468-f2c,20241115,UnsecuredFunding_ACBS,NULL,ACBS,Settled,10095-8,OperTreas,34593,True,FUTR,93941,444009,230901,BBLC,N,N,Y,Y,55528,internal,757159,INR,Alice Miller,person42@example.com,515-40-3544,3500-1033-4689,United Arab Emirates,309571.2587481505,528057.8657561039,336018.1858741274,Alice Miller,person42@example.com,United Arab Emirates,AE,False,False,True
1f1c414c-6698-435a-9095-e25462525c3c,9913f5cf-00f,20240810,UnsecuredFunding_ACBS,NULL,ACBS,Not yet Settled,55777-7,Investment BANK hub,4492,False,NULL,89419,818188,842718,BUK,N,Y,Y,Y,589612,internal,153843,CAD,restricted,restricted,351-96-5823,6068-1849-9729,Luxembourg,593858.9217943358,973627.3915354143,224589.66184753957,restricted,restricted,Luxembourg,LU,False,True,False
2def1db9-1c1f-4658-b5cd-111f1804429a,ce73f111-e71,20240208,UnsecuredFunding_ACBS,NULL,ACBS,Settled,71422-10,Investment BANK hub,13520,False,NULL,90079,18082,3479,BBLC,N,Y,N,Y,307125,internal,852091,INR,restricted,restricted,restricted,1105-1160-5845,Czech Republic,643161.468158291,910812.8131019316,108139.96056319399,restricted,restricted,Czech Republic,CZ,True,True,False
47ff3894-bfbc-49c5-b129-46ab557c71f6,9fcc2858-c5b,20081009,UnsecuredFunding_ACBS,NULL,ACBS,Settled,13126-3,Investment BANK hub,73164,False,NULL,21046,708360,202235,BBLC,Y,N,Y,N,527440,external,448769,CNY,restricted,person45@example.com,690-95-8414,8195-4286-3781,India,178481.3287033029,905424.20508726,547173.486516663,restricted,person45@example.com,India,IN,False,False,True
d6587cb3-be99-481a-9b81-0b18ac5691d6,214bd528-41a,20190208,UnsecuredFunding_ACBS,NULL,ACBS,Not yet Settled,3082-4,Cash/Rish Hub BUK,21373,True,NULL,76084,270055,355951,BUK,Y,Y,N,Y,547043,external,342761,NOK,restricted,restricted,107-33-8519,6100-4720-6284,Jersey,918489.4261337249,491495.6646888234,668111.2700427792,restricted,restricted,Jersey,JEY,False,False,False
9e1ebf5a-1728-48b8-8c08-ba266dae11d7,a0ad7dc4-9d8,20150115,UnsecuredFunding_ACBS,NULL,ACBS,Not yet Settled,90858-0,OperTreas,48307,False,restricted,97028,132545,71298,BPLC,Y,Y,Y,Y,732955,internal,108541,AUD,Alice Brown,restricted,851-81-4739,6557-6168-9553,Spain,365396.8815938683,325785.2273902996,188060.16775925382,Alice Brown,restricted,Spain,ES,False,True,False
1e065f8b-9a40-48ee-9f87-5ad6ca3ecaa3,f10c67d7-810,20150303,UnsecuredFunding_ACBS,NULL,ACBS,Settled,14023-0,OperTreas,44951,True,FUTR,69069,223605,46393,BUK,N,Y,N,Y,794308,internal,800403,GBP,Alice Williams,restricted,restricted,9627-1271-8870,United States,325862.00987108645,931086.3137214999,713697.6373624192,Alice Williams,restricted,United States,US,False,False,False
c78370cb-897e-42ab-8c67-f7b0359e76be,f9fc54cc-e95,20110318,UnsecuredFunding_ACBS,NULL,ACBS,Not yet Settled,71479-9,Investment BANK hub,58379,True,FUTR,23552,757367,825840,BBLC,N,N,N,Y,482268,external,454043,MXN,restricted,person49@example.com,restricted,5852-8744-2206,Guernsey,309782.185425466,79808.92560498923,367420.7868846354,restricted,person49@example.com,Guernsey,GGY,False,False,False
d4ae5423-9b55-4155-bbd7-5ca40f72837f,fafbcf83-457,20130425,UnsecuredFunding_ACBS,NULL,ACBS,Not yet Settled,61859-1,OperTreas,16568,True,FUSD,69178,582085,464733,BBLC,N,Y,N,N,132558,internal,25773,GBP,restricted,person50@example.com,restricted,8690-3674-8377,Spain,535598.7950264238,634165.342898156,983245.9159922953,restricted,person50@example.com,Spain,ES,False,True,False
1153fcd3-140a-4a4f-bf18-ee779696106d,8148c90a-aea,20101215,UnsecuredFunding_ACBS,NULL,ACBS,Not yet Settled,31033-10,Investment BANK hub,12320,False,VanillaCap,99985,984109,664445,BBLC,N,Y,Y,Y,35812,external,943569,JPY,Charlie Adam,person51@example.com,791-30-7467,4884-8766-2574,Israel,887424.0397354099,60825.44578215016,618925.7588724102,Charlie Adam,person51@example.com,Israel,IL,False,False,False
6d7e4fa1-df4f-489f-b670-690216effb7c,ef935e08-fbf,20250206,UnsecuredFunding_ACBS,NULL,ACBS,Not yet Settled,88737-3,Investment BANK hub,42811,True,restricted,32446,745884,784772,BBLC,N,Y,Y,N,82254,external,759695, KRW,restricted,restricted,restricted,1370-7893-7345,Luxembourg,778256.5260229779,473184.1729307286,529750.780973139,restricted,restricted,Luxembourg,LU,True,True,False
0ebfd194-0884-4374-9ea0-0cbc4532584d,0dfbb62b-ece,20170708,UnsecuredFunding_ACBS,NULL,ACBS,Settled,75577-8,OperTreas,2411,True,restricted,67201,169812,787380,BPLC,Y,Y,N,Y,977509,internal,988338,ZAR,restricted,person53@example.com,376-73-1134,1483-5882-4549,Australia,244312.40358535154,842625.058049698,398389.91661616944,restricted,person53@example.com,Australia,AU,False,False,False
6d094e5c-e2b9-43d3-a059-774eca8a6819,1cd2f7f0-712,20190901,UnsecuredFunding_ACBS,NULL,ACBS,Not yet Settled,8301-5,Investment BANK hub,37747,True,NULL,89314,743264,246292,BPLC,Y,N,Y,N,183533,internal,390460,RUB,restricted,restricted,436-14-4104,6414-7319-8509,Germany,814343.2906800633,712367.2718084389,431830.8311262737,restricted,restricted,Germany,DE,False,True,True
0ff6aa73-5953-4c38-bdb5-36e44da31b15,765f55a2-9c2,20241208,UnsecuredFunding_ACBS,NULL,ACBS,Settled,17159-2,OperTreas,29604,True,restricted,33328,140142,432131,BUK,N,Y,N,Y,830549,internal,581565,JPY,Diana Williams,restricted,restricted,6410-2474-2366,Ireland,841699.0459686382,535939.7365095234,650774.3356059904,Diana Williams,restricted,Ireland,IE,False,True,False
f5da2a26-a352-4b94-b6d2-5f7baee5d5b0,80702031-818,20121106,UnsecuredFunding_ACBS,NULL,ACBS,Settled,17719-2,Cash/Rish Hub BUK,92922,True,restricted,84163,235576,795491,BUK,Y,Y,Y,N,169363,external,358260,AUD,restricted,restricted,332-14-7101,6524-8805-7029,Mexico,583505.9887427295,766174.9160424019,135778.71099023602,restricted,restricted,Mexico,MX,False,False,False
8dd0bb6f-ecc2-4df8-9d58-7db9beee0038,1bc4400c-ad0,20171212,UnsecuredFunding_ACBS,NULL,ACBS,Settled,91862-7,Cash/Rish Hub BUK,30833,False,NULL,51066,993181,968434,BUK,N,Y,N,Y,24614,external,832424,ZAR,restricted,person57@example.com,132-82-6116,5716-8793-3188,Monaco,287693.2448098454,651084.8881609743,807523.6323430776,restricted,person57@example.com,Monaco,MC,False,False,False
a9763c78-2fae-47cb-82e1-f0ffec810891,c3f996cc-e84,20211219,UnsecuredFunding_ACBS,NULL,ACBS,Settled,73710-6,Cash/Rish Hub BUK,65767,False,FUTR,85135,802117,179976,BPLC,Y,Y,Y,N,995868,external,811912,INR,restricted,person58@example.com,restricted,6763-3182-5952,Ireland,944103.4485492273,915206.3354648259,531628.5309047062,restricted,person58@example.com,Ireland,IE,False,True,False
7f2c3129-71c6-4c29-ab3f-115697b77e91,3d6910b4-9fb,20210531,UnsecuredFunding_ACBS,NULL,ACBS,Settled,54710-9,OperTreas,33042,False,restricted,36911,717504,711106,BBLC,N,Y,N,Y,868513,external,171065,CNY,Hannah Johnson,person59@example.com,restricted,2210-7248-4155,Israel,568519.4307663399,812129.1586907062,93256.92064145464,Hannah Johnson,person59@example.com,Israel,IL,False,False,False
5417797a-915f-4413-8219-8dc585672647,cb6e5dc6-c66,20240712,UnsecuredFunding_ACBS,NULL,ACBS,Not yet Settled,98399-1,Investment BANK hub,9955,True,VanillaCap,31659,503220,211686,BPLC,Y,Y,N,N,859324,external,562107,EUR,Fiona Miller,person60@example.com,restricted,2741-6739-4451,Brazil,880048.1578240871,956080.9233343396,672683.6587356562,Fiona Miller,person60@example.com,Brazil,BR,False,False,True
e5e19657-fa5a-4508-800f-5731c6b42ad2,500a2714-19f,20201130,UnsecuredFunding_ACBS,NULL,ACBS,Settled,80573-10,Cash/Rish Hub BUK,3335,False,FUSD,76669,297647,333384,BUK,Y,Y,N,Y,142446,internal,180145,ZAR,Moore RutherFord,restricted,restricted,9445-2148-5877,Mexico,743170.7905741477,974449.2942198819,799251.1651245487,Moore RutherFord,restricted,Mexico,MX,False,False,False
2b80b4d8-749e-4d54-a7d5-cc61732656a5,3c436950-eed,20191126,UnsecuredFunding_ACBS,NULL,ACBS,Settled,31592-8,Investment BANK hub,15946,False,FUSD,2475,114124,45912,BPLC,Y,Y,N,N,420292,external,983402,SEK,Moore Adam,restricted,restricted,1760-6711-1740,Isle of Man,968865.7355159322,827936.9938880819,932137.4259642117,Moore Adam,restricted,Isle of Man,IMN,False,False,False
